student_uid,student_name,college_email,college_name,department,current_year,current_semester,attendance_rate,avg_internal,cgpa,backlog_count,fee_status,normalized_engagement,scholarship_status
536437332751,Sai Chatterjee,sai.chatterjee1917@nmamit.nitte.edu.in,NMAM Institute of Technology,Mechanical Engineering,1,1,81,63,8.43,1,paid,0.72,no
806901394718,Kabir Sharma,kabir.sharma7750@mitwpu.edu.in,MIT World Peace University,Information Technology,1,1,75,76,7.68,2,paid,0.59,no
491971986298,Aditya Reddy,aditya.reddy6459@kiit.ac.in,KIIT University,Information Technology,2,3,93,85,9.48,0,paid,0.99,no
504925737436,Aaryan Patil,aaryan.patil8451@hithaldia.ac.in,Haldia Institute of Technology,Civil Engineering,4,7,73,62,7.89,0,paid,0.61,no
710474775097,Vihaan Rao,vihaan.rao8079@srmist.edu.in,SRM Institute of Science and Technology,Information Technology,3,6,48,45,5.74,5,unpaid,0.28,no
543225638807,Rohan Sharma,rohan.sharma9033@vit.ac.in,Vellore Institute of Technology,Civil Engineering,2,4,90,97,8.79,0,paid,0.82,no
468091367796,Ramesh Chaudhary,ramesh.chaudhary5553@bmsce.ac.in,BMS College of Engineering,Civil Engineering,4,7,83,73,6.71,2,paid,0.51,no
830976967524,Sai Kumar,sai.kumar594@msrit.edu,MS Ramaiah Institute of Technology,Computer Science and Engineering,1,2,77,77,7.1,1,paid,0.58,no
295993284902,Shruti Chaudhary,shruti.chaudhary843@amity.edu,Amity University,Civil Engineering,2,4,75,74,6.94,2,delayed,0.6,no
158558753147,Kavya Sharma,kavya.sharma3586@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Civil Engineering,4,8,83,63,7.59,2,paid,0.6,no
834075546640,Anjali Gupta,anjali.gupta4209@dayanandasagar.edu,Dayananda Sagar College of Engineering,Electronics and Communication Engineering,2,4,76,64,6.73,1,paid,0.56,no
171105292220,Priya Joshi,priya.joshi5957@thapar.edu,Thapar Institute of Engineering and Technology,Information Technology,2,3,81,74,7.4,1,paid,0.71,no
116978611715,Pooja Kumar,pooja.kumar9886@msrit.edu,MS Ramaiah Institute of Technology,Information Technology,3,5,78,78,7.74,1,paid,0.56,no
412984115858,Ishaan Sengupta,ishaan.sengupta1505@lpu.in,Lovely Professional University,Electrical and Electronics Engineering,1,2,96,92,9.8,0,paid,0.91,no
735030936455,Shruti Iyer,shruti.iyer1087@amity.edu,Amity University,Electrical and Electronics Engineering,2,3,89,82,8.56,0,paid,0.86,no
579226607155,Shaurya Reddy,shaurya.reddy5231@kiit.ac.in,KIIT University,Electronics and Communication Engineering,1,1,74,64,8.08,1,delayed,0.73,no
759113310985,Aaryan Bose,aaryan.bose2889@amity.edu,Amity University,Electrical and Electronics Engineering,1,2,75,79,7.62,1,paid,0.64,no
411585781339,Aditi Mishra,aditi.mishra7078@amity.edu,Amity University,Electronics and Communication Engineering,4,7,84,75,6.8,0,delayed,0.68,no
728756394399,Rohan Singh,rohan.singh2837@nmamit.nitte.edu.in,NMAM Institute of Technology,Information Technology,3,6,73,79,7.97,2,paid,0.55,no
432429348060,Rohan Chauhan,rohan.chauhan1589@lpu.in,Lovely Professional University,Electrical and Electronics Engineering,3,5,78,69,6.65,2,paid,0.54,no
899959820946,Vivaan Singh,vivaan.singh6677@thapar.edu,Thapar Institute of Engineering and Technology,Information Technology,1,1,87,93,8.8,0,paid,0.84,yes
119315648569,Abhinav Thakur,abhinav.thakur3670@amity.edu,Amity University,Mechanical Engineering,4,7,48,42,5.88,5,delayed,0.44,no
255105645141,Dhruv Iyer,dhruv.iyer5486@dayanandasagar.edu,Dayananda Sagar College of Engineering,Information Technology,2,4,57,40,4.31,5,unpaid,0.44,no
608627709406,Ananya Chauhan,ananya.chauhan5369@manipal.edu,Manipal Institute of Technology,Civil Engineering,4,8,87,87,8.94,0,paid,0.87,no
356754664432,Anjali Iyer,anjali.iyer7846@amity.edu,Amity University,Electronics and Communication Engineering,1,2,90,85,8.59,0,paid,0.88,yes
495471814037,Sumit Patil,sumit.patil5186@mitwpu.edu.in,MIT World Peace University,Computer Science and Engineering,3,5,74,73,8.4,1,paid,0.62,no
778028451782,Shreya Verma,shreya.verma52@amity.edu,Amity University,Mechanical Engineering,2,4,95,88,9.43,0,paid,0.95,no
407571639408,Abhishek Menon,abhishek.menon350@rvce.edu.in,RV College of Engineering,Electronics and Communication Engineering,4,8,67,79,7.27,2,paid,0.67,no
786912248333,Sanjay Mukherjee,sanjay.mukherjee4022@manipal.edu,Manipal Institute of Technology,Mechanical Engineering,3,6,65,64,8.43,1,delayed,0.66,no
735808610417,Yash Kumar,yash.kumar1708@nmamit.nitte.edu.in,NMAM Institute of Technology,Electronics and Communication Engineering,4,7,89,87,8.66,0,paid,0.86,no
511437385862,Shyam Tiwari,shyam.tiwari4393@manipal.edu,Manipal Institute of Technology,Information Technology,1,1,63,52,4.93,3,delayed,0.18,no
173682495179,Priya Chauhan,priya.chauhan6126@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Computer Science and Engineering,2,3,64,45,4.6,2,unpaid,0.36,no
218797645370,Ananya Gupta,ananya.gupta8366@pes.edu,PES University,Information Technology,1,1,95,86,8.67,0,paid,0.81,no
836269802491,Nidhi Reddy,nidhi.reddy591@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Electrical and Electronics Engineering,3,5,66,78,7.52,0,paid,0.57,no
617209386625,Priya Gupta,priya.gupta8255@bmsce.ac.in,BMS College of Engineering,Computer Science and Engineering,1,2,100,83,9.38,0,paid,0.94,yes
226939947860,Sumit Sengupta,sumit.sengupta5902@pes.edu,PES University,Computer Science and Engineering,3,5,78,64,7.89,2,paid,0.57,no
412166766805,Sonam Banerjee,sonam.banerjee5425@rvce.edu.in,RV College of Engineering,Electrical and Electronics Engineering,3,5,46,54,6.15,2,unpaid,0.17,no
847564229935,Sonam Gupta,sonam.gupta5770@vit.ac.in,Vellore Institute of Technology,Computer Science and Engineering,3,6,71,70,8.28,1,delayed,0.5,no
245966474297,Rahul Kulkarni,rahul.kulkarni6721@rvce.edu.in,RV College of Engineering,Electrical and Electronics Engineering,2,4,58,57,4.22,1,delayed,0.41,no
139474847498,Vivek Menon,vivek.menon6538@kiit.ac.in,KIIT University,Electrical and Electronics Engineering,3,5,85,96,9.21,0,paid,0.97,yes
600088815875,Rahul Singh,rahul.singh9236@rvce.edu.in,RV College of Engineering,Electrical and Electronics Engineering,1,2,55,37,4.5,5,unpaid,0.29,no
319829720712,Sonam Sharma,sonam.sharma4664@rvce.edu.in,RV College of Engineering,Mechanical Engineering,1,2,72,77,8.32,2,paid,0.78,no
317881433960,Shruti Patil,shruti.patil3702@rvce.edu.in,RV College of Engineering,Civil Engineering,3,5,81,79,7.69,0,paid,0.55,no
453999729044,Aarav Singh,aarav.singh9581@lpu.in,Lovely Professional University,Information Technology,1,2,71,67,7.65,0,paid,0.61,no
861370838984,Anjali Banerjee,anjali.banerjee1635@dayanandasagar.edu,Dayananda Sagar College of Engineering,Mechanical Engineering,1,2,56,37,6.42,3,delayed,0.23,no
108473817114,Akash Thakur,akash.thakur2670@hithaldia.ac.in,Haldia Institute of Technology,Electronics and Communication Engineering,4,8,68,66,8.37,1,paid,0.64,no
693836194082,Aarav Rajput,aarav.rajput1625@thapar.edu,Thapar Institute of Engineering and Technology,Computer Science and Engineering,4,7,67,62,6.73,2,paid,0.76,no
175557789387,Krishna Patel,krishna.patel2284@hithaldia.ac.in,Haldia Institute of Technology,Electrical and Electronics Engineering,1,1,41,55,6.38,3,delayed,0.17,no
801710783418,Ananya Desai,ananya.desai8826@kiit.ac.in,KIIT University,Electronics and Communication Engineering,3,5,75,70,8.24,2,delayed,0.78,no
764754353272,Krishna Desai,krishna.desai8252@dayanandasagar.edu,Dayananda Sagar College of Engineering,Electronics and Communication Engineering,4,8,51,51,4.09,4,unpaid,0.44,no
714979738482,Neha Yadav,neha.yadav6344@amity.edu,Amity University,Computer Science and Engineering,2,3,66,62,6.56,0,paid,0.65,no
392263189740,Atharva Rao,atharva.rao5190@rvce.edu.in,RV College of Engineering,Information Technology,1,1,79,66,7.4,2,paid,0.68,no
924134919676,Ritik Gupta,ritik.gupta4902@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Civil Engineering,2,3,57,42,4.72,5,unpaid,0.17,no
572834111328,Aarav Tiwari,aarav.tiwari3191@vit.ac.in,Vellore Institute of Technology,Information Technology,1,2,99,97,9.63,0,paid,0.88,no
210546731993,Vikas Singh,vikas.singh8154@lpu.in,Lovely Professional University,Electrical and Electronics Engineering,1,1,46,57,4.14,4,delayed,0.43,no
191414823547,Priya Menon,priya.menon5750@dayanandasagar.edu,Dayananda Sagar College of Engineering,Electronics and Communication Engineering,4,7,70,77,8.13,2,delayed,0.53,no
280981719865,Vivaan Menon,vivaan.menon5502@kiit.ac.in,KIIT University,Civil Engineering,1,2,67,76,7.61,2,paid,0.55,no
457795256003,Shyam Nair,shyam.nair5358@vit.ac.in,Vellore Institute of Technology,Civil Engineering,2,3,84,78,6.81,2,paid,0.54,no
402578296509,Riya Chatterjee,riya.chatterjee628@lpu.in,Lovely Professional University,Computer Science and Engineering,3,5,57,59,4.97,4,delayed,0.4,no
892430481162,Suresh Bose,suresh.bose8478@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Electronics and Communication Engineering,4,7,71,78,7.01,0,paid,0.67,no
967889511362,Nidhi Banerjee,nidhi.banerjee410@pes.edu,PES University,Electrical and Electronics Engineering,2,4,64,44,4.59,1,delayed,0.22,no
110379259090,Dhruv Chaudhary,dhruv.chaudhary2332@manipal.edu,Manipal Institute of Technology,Mechanical Engineering,4,7,67,68,7.78,1,paid,0.72,no
989921221341,Ananya Banerjee,ananya.banerjee9705@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Electrical and Electronics Engineering,1,2,95,97,9.35,0,paid,0.93,yes
462449901745,Dhruv Joshi,dhruv.joshi6064@amity.edu,Amity University,Information Technology,4,7,81,70,7.08,0,paid,0.63,no
521219173087,Arjun Bose,arjun.bose3523@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Electronics and Communication Engineering,4,7,47,54,4.42,1,delayed,0.28,no
648893151138,Shreya Mukherjee,shreya.mukherjee8569@lpu.in,Lovely Professional University,Electronics and Communication Engineering,1,2,98,87,9.78,0,paid,0.95,no
555093709975,Aarti Reddy,aarti.reddy1127@mitwpu.edu.in,MIT World Peace University,Electrical and Electronics Engineering,2,3,96,86,9.64,0,paid,0.99,yes
223205293460,Nidhi Tiwari,nidhi.tiwari2494@rvce.edu.in,RV College of Engineering,Information Technology,4,7,80,75,8.29,2,delayed,0.64,no
710196443778,Vivek Mukherjee,vivek.mukherjee9755@rvce.edu.in,RV College of Engineering,Electronics and Communication Engineering,3,6,68,64,8.19,0,delayed,0.74,no
949177596901,Amit Das,amit.das3084@rvce.edu.in,RV College of Engineering,Civil Engineering,3,6,93,89,9.73,0,paid,0.82,no
431740830384,Nidhi Mukherjee,nidhi.mukherjee2789@hithaldia.ac.in,Haldia Institute of Technology,Computer Science and Engineering,4,8,73,70,8.19,2,paid,0.67,no
286086933015,Raj Sengupta,raj.sengupta7928@lpu.in,Lovely Professional University,Mechanical Engineering,4,7,71,77,8.03,0,paid,0.57,no
497951278783,Aarti Deshmukh,aarti.deshmukh5386@thapar.edu,Thapar Institute of Engineering and Technology,Computer Science and Engineering,3,6,89,92,9.36,0,paid,0.94,no
544116910800,Ishaan Yadav,ishaan.yadav7304@thapar.edu,Thapar Institute of Engineering and Technology,Civil Engineering,4,8,81,71,8,0,paid,0.76,no
119608377350,Karthik Rajput,karthik.rajput4527@srmist.edu.in,SRM Institute of Science and Technology,Information Technology,3,5,72,62,8.18,0,paid,0.6,no
618393638076,Arjun Rao,arjun.rao4141@srmist.edu.in,SRM Institute of Science and Technology,Information Technology,3,5,93,90,9.37,0,paid,0.99,no
983817657575,Karthik Yadav,karthik.yadav8322@lpu.in,Lovely Professional University,Computer Science and Engineering,1,2,98,88,8.79,0,paid,0.99,no
713395915546,Khushi Kumar,khushi.kumar407@thapar.edu,Thapar Institute of Engineering and Technology,Computer Science and Engineering,3,6,81,66,8.25,0,paid,0.62,no
498671907073,Shreya Chauhan,shreya.chauhan3442@vit.ac.in,Vellore Institute of Technology,Computer Science and Engineering,4,7,81,62,7.63,0,paid,0.66,no
149073690449,Aditya Deshmukh,aditya.deshmukh5788@kiit.ac.in,KIIT University,Electronics and Communication Engineering,1,1,41,42,6.02,2,delayed,0.34,no
419101156018,Ananya Kulkarni,ananya.kulkarni7569@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Mechanical Engineering,1,1,84,72,8.16,0,paid,0.7,no
269072918333,Manoj Menon,manoj.menon2677@hithaldia.ac.in,Haldia Institute of Technology,Information Technology,1,2,67,78,6.93,1,paid,0.75,no
593682196978,Ayaan Yadav,ayaan.yadav9989@mitwpu.edu.in,MIT World Peace University,Information Technology,2,4,68,62,7.45,1,paid,0.7,no
867343204867,Arjun Patil,arjun.patil4805@kiit.ac.in,KIIT University,Electronics and Communication Engineering,3,6,84,60,8.06,2,paid,0.73,no
759761305167,Nidhi Rajput,nidhi.rajput7205@hithaldia.ac.in,Haldia Institute of Technology,Civil Engineering,1,2,79,74,7.09,2,paid,0.53,no
122647230247,Yash Sengupta,yash.sengupta5029@msrit.edu,MS Ramaiah Institute of Technology,Mechanical Engineering,4,8,50,53,4.9,3,delayed,0.37,no
588922479239,Atharva Mishra,atharva.mishra1932@msrit.edu,MS Ramaiah Institute of Technology,Information Technology,4,7,99,95,9.77,0,paid,0.88,no
698473165711,Ramesh Patel,ramesh.patel913@msrit.edu,MS Ramaiah Institute of Technology,Civil Engineering,2,3,80,64,8.26,0,paid,0.63,no
481391677345,Sneha Deshmukh,sneha.deshmukh5362@mitwpu.edu.in,MIT World Peace University,Electrical and Electronics Engineering,3,6,71,77,6.97,0,paid,0.56,no
938608592004,Mukesh Chatterjee,mukesh.chatterjee5845@amity.edu,Amity University,Information Technology,4,8,95,95,8.62,0,paid,0.94,no
434510283415,Anjali Pandey,anjali.pandey4679@lpu.in,Lovely Professional University,Information Technology,1,2,97,93,8.62,0,paid,0.99,no
769089573278,Pranav Chaudhary,pranav.chaudhary9315@nmamit.nitte.edu.in,NMAM Institute of Technology,Information Technology,3,6,97,90,9.12,0,paid,0.94,no
275274958208,Dev Iyer,dev.iyer2345@vit.ac.in,Vellore Institute of Technology,Electrical and Electronics Engineering,1,2,46,59,5.44,4,delayed,0.23,no
247433490108,Akash Bose,akash.bose6981@pes.edu,PES University,Electrical and Electronics Engineering,1,2,99,84,8.59,0,paid,0.81,no
385475861895,Shyam Sengupta,shyam.sengupta2729@dayanandasagar.edu,Dayananda Sagar College of Engineering,Electrical and Electronics Engineering,3,6,69,62,6.51,1,paid,0.77,no
783309991637,Dhruv Menon,dhruv.menon2934@lpu.in,Lovely Professional University,Mechanical Engineering,3,6,80,78,7.41,2,paid,0.62,no
457040652410,Dev Das,dev.das4903@mitwpu.edu.in,MIT World Peace University,Civil Engineering,3,6,100,100,9.79,0,paid,0.99,no
544061315810,Sonam Menon,sonam.menon139@hithaldia.ac.in,Haldia Institute of Technology,Mechanical Engineering,4,8,97,97,8.9,0,paid,0.96,no
114075234247,Sneha Das,sneha.das3359@lpu.in,Lovely Professional University,Information Technology,1,1,98,100,9.07,0,paid,0.89,no
562600311252,Abhishek Sengupta,abhishek.sengupta4777@hithaldia.ac.in,Haldia Institute of Technology,Electrical and Electronics Engineering,4,8,80,61,7.96,0,paid,0.71,no
947484217703,Mukesh Desai,mukesh.desai3746@bmsce.ac.in,BMS College of Engineering,Electronics and Communication Engineering,4,7,72,65,6.5,0,delayed,0.67,no
181350539047,Atharva Nair,atharva.nair6584@bmsce.ac.in,BMS College of Engineering,Civil Engineering,4,7,94,86,9.72,0,paid,0.94,no
257042892037,Shaurya Chaudhary,shaurya.chaudhary8230@kiit.ac.in,KIIT University,Civil Engineering,4,7,68,63,7.9,0,delayed,0.53,no
303223420962,Dhruv Patel,dhruv.patel8194@srmist.edu.in,SRM Institute of Science and Technology,Information Technology,1,1,96,91,8.75,0,paid,0.84,yes
262710322345,Pranav Rao,pranav.rao6942@kiit.ac.in,KIIT University,Electronics and Communication Engineering,2,4,90,84,9.72,0,paid,0.82,no
855580323482,Sneha Reddy,sneha.reddy6517@srmist.edu.in,SRM Institute of Science and Technology,Mechanical Engineering,3,6,77,75,8.41,1,paid,0.62,no
912117657898,Pooja Joshi,pooja.joshi2519@vit.ac.in,Vellore Institute of Technology,Civil Engineering,2,3,96,80,8.83,0,paid,0.94,no
819466190941,Aarti Mishra,aarti.mishra6300@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Electronics and Communication Engineering,3,5,73,62,7.72,1,paid,0.57,no
364160918560,Aryan Sengupta,aryan.sengupta9048@rvce.edu.in,RV College of Engineering,Civil Engineering,2,3,71,66,8.2,1,paid,0.66,no
271937432430,Kabir Deshmukh,kabir.deshmukh5731@thapar.edu,Thapar Institute of Engineering and Technology,Information Technology,2,3,45,58,4.08,1,delayed,0.35,no
913585484177,Vivek Rajput,vivek.rajput1587@pes.edu,PES University,Mechanical Engineering,1,2,65,68,7.54,0,paid,0.67,no
230638333872,Nidhi Kumar,nidhi.kumar2376@vit.ac.in,Vellore Institute of Technology,Civil Engineering,1,1,83,74,7.99,1,paid,0.62,no
917341105945,Abhishek Nair,abhishek.nair8303@nmamit.nitte.edu.in,NMAM Institute of Technology,Electronics and Communication Engineering,4,7,65,66,8.35,1,paid,0.76,no
549170911706,Suresh Joshi,suresh.joshi3345@kiit.ac.in,KIIT University,Electronics and Communication Engineering,1,2,81,62,7.53,2,paid,0.63,no
303292405905,Nidhi Pandey,nidhi.pandey4668@lpu.in,Lovely Professional University,Civil Engineering,4,7,74,62,6.55,1,paid,0.55,no
881539451225,Akash Chatterjee,akash.chatterjee9924@srmist.edu.in,SRM Institute of Science and Technology,Information Technology,3,6,80,62,8.28,1,paid,0.6,no
771008644615,Aarav Sengupta,aarav.sengupta139@msrit.edu,MS Ramaiah Institute of Technology,Computer Science and Engineering,3,5,75,65,7.13,2,paid,0.79,no
368554943047,Shruti Menon,shruti.menon5191@rvce.edu.in,RV College of Engineering,Mechanical Engineering,2,4,53,38,5.19,1,delayed,0.2,no
634815708281,Sai Nair,sai.nair5775@nmamit.nitte.edu.in,NMAM Institute of Technology,Computer Science and Engineering,2,3,63,39,5.25,5,paid,0.11,no
349600161616,Ishaan Joshi,ishaan.joshi7284@nmamit.nitte.edu.in,NMAM Institute of Technology,Electronics and Communication Engineering,1,2,66,64,7.53,0,paid,0.52,no
634699236270,Kavya Menon,kavya.menon922@dayanandasagar.edu,Dayananda Sagar College of Engineering,Computer Science and Engineering,4,7,90,86,9.25,0,paid,0.82,yes
764696859692,Shaurya Singh,shaurya.singh4260@pes.edu,PES University,Civil Engineering,4,7,89,80,9.34,0,paid,0.82,no
213071103185,Aditya Mishra,aditya.mishra9175@bmsce.ac.in,BMS College of Engineering,Computer Science and Engineering,2,3,92,97,8.51,0,paid,0.9,no
621981717734,Ishaan Das,ishaan.das589@mitwpu.edu.in,MIT World Peace University,Computer Science and Engineering,1,2,70,62,6.56,2,paid,0.56,no
876214740807,Yash Menon,yash.menon1795@rvce.edu.in,RV College of Engineering,Electronics and Communication Engineering,2,4,74,71,6.85,0,paid,0.71,no
430798335252,Yash Rao,yash.rao1170@pes.edu,PES University,Electronics and Communication Engineering,2,4,55,42,4.79,1,unpaid,0.12,no
988587817832,Ramesh Verma,ramesh.verma5161@manipal.edu,Manipal Institute of Technology,Electrical and Electronics Engineering,3,6,70,70,7.41,1,paid,0.63,no
146740107288,Rohan Patil,rohan.patil2997@manipal.edu,Manipal Institute of Technology,Mechanical Engineering,4,8,99,91,9.39,0,paid,0.91,no
958192101685,Aditya Rao,aditya.rao5643@bmsce.ac.in,BMS College of Engineering,Mechanical Engineering,3,6,89,80,8.97,0,paid,0.94,yes
545047505373,Sneha Tiwari,sneha.tiwari1064@pes.edu,PES University,Electrical and Electronics Engineering,3,5,75,75,8.32,2,paid,0.53,no
951071175029,Aaryan Menon,aaryan.menon2258@kiit.ac.in,KIIT University,Mechanical Engineering,2,3,67,67,6.87,2,delayed,0.58,no
191874271239,Sai Desai,sai.desai8642@nmamit.nitte.edu.in,NMAM Institute of Technology,Electronics and Communication Engineering,3,6,60,43,5.57,3,delayed,0.42,no
802387874803,Krishna Gupta,krishna.gupta2941@amity.edu,Amity University,Mechanical Engineering,3,5,83,77,7.17,0,paid,0.58,no
763055916210,Neha Patil,neha.patil5977@pes.edu,PES University,Electronics and Communication Engineering,1,2,82,77,8.3,0,paid,0.77,no
294570666816,Arjun Patel,arjun.patel3591@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Computer Science and Engineering,1,2,49,56,4.12,4,paid,0.18,no
527505839367,Raj Mukherjee,raj.mukherjee8579@vit.ac.in,Vellore Institute of Technology,Electronics and Communication Engineering,1,1,46,46,5,3,delayed,0.37,no
608948229570,Raj Mishra,raj.mishra708@bmsce.ac.in,BMS College of Engineering,Information Technology,3,6,71,75,7.19,0,paid,0.53,no
736462710275,Neha Thakur,neha.thakur5384@vit.ac.in,Vellore Institute of Technology,Mechanical Engineering,3,6,82,62,7.82,2,paid,0.66,no
973956496491,Aditi Singh,aditi.singh2346@lpu.in,Lovely Professional University,Information Technology,4,7,72,72,7.73,2,paid,0.63,no
362945779021,Karthik Nair,karthik.nair5588@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Electrical and Electronics Engineering,1,2,70,62,8.16,0,delayed,0.61,no
935723278267,Shyam Patel,shyam.patel4025@vit.ac.in,Vellore Institute of Technology,Information Technology,3,5,96,96,8.91,0,paid,0.85,no
831835740599,Yash Deshmukh,yash.deshmukh6584@hithaldia.ac.in,Haldia Institute of Technology,Electrical and Electronics Engineering,1,2,100,96,8.95,0,paid,0.82,yes
642228225828,Riya Rajput,riya.rajput1033@vit.ac.in,Vellore Institute of Technology,Electronics and Communication Engineering,1,2,69,72,7.39,1,paid,0.78,no
764487574955,Sai Singh,sai.singh9556@lpu.in,Lovely Professional University,Information Technology,4,7,75,73,7.24,2,paid,0.6,no
787096705061,Aditi Chauhan,aditi.chauhan3616@amity.edu,Amity University,Mechanical Engineering,4,8,62,48,5.39,5,unpaid,0.12,no
969176623433,Shruti Sharma,shruti.sharma7267@thapar.edu,Thapar Institute of Engineering and Technology,Information Technology,1,2,60,48,4.93,4,delayed,0.39,no
501485356569,Karthik Deshmukh,karthik.deshmukh3708@hithaldia.ac.in,Haldia Institute of Technology,Electrical and Electronics Engineering,2,3,95,99,8.73,0,paid,0.83,no
476430933135,Pooja Thakur,pooja.thakur7982@hithaldia.ac.in,Haldia Institute of Technology,Computer Science and Engineering,2,4,80,66,8.19,1,paid,0.75,no
993352935497,Kabir Yadav,kabir.yadav9715@mitwpu.edu.in,MIT World Peace University,Mechanical Engineering,3,5,75,60,8.14,1,delayed,0.7,no
444256658460,Dev Chaudhary,dev.chaudhary9007@dayanandasagar.edu,Dayananda Sagar College of Engineering,Civil Engineering,4,7,91,87,9.34,0,paid,0.83,no
666963401282,Neha Menon,neha.menon3311@nmamit.nitte.edu.in,NMAM Institute of Technology,Mechanical Engineering,4,8,80,74,8.43,1,paid,0.54,no
450339953644,Atharva Bose,atharva.bose9047@nmamit.nitte.edu.in,NMAM Institute of Technology,Information Technology,1,1,47,51,4.79,2,unpaid,0.25,no
882719637868,Aaryan Yadav,aaryan.yadav2223@kiit.ac.in,KIIT University,Mechanical Engineering,2,4,76,61,7.47,1,paid,0.64,no
617355652036,Priya Nair,priya.nair6076@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Electrical and Electronics Engineering,4,7,74,74,6.92,2,delayed,0.63,no
543867798602,Abhishek Tiwari,abhishek.tiwari3393@thapar.edu,Thapar Institute of Engineering and Technology,Electronics and Communication Engineering,4,8,81,72,7.59,1,delayed,0.73,no
453705218019,Karthik Chatterjee,karthik.chatterjee8708@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Computer Science and Engineering,4,8,72,62,7.85,2,paid,0.69,no
906633732912,Sanjay Banerjee,sanjay.banerjee3417@dayanandasagar.edu,Dayananda Sagar College of Engineering,Mechanical Engineering,3,6,74,67,8.39,1,paid,0.59,no
425768100004,Ayaan Sharma,ayaan.sharma8524@mitwpu.edu.in,MIT World Peace University,Electrical and Electronics Engineering,3,6,96,98,8.57,0,paid,0.94,no
887100824636,Kavya Chatterjee,kavya.chatterjee6789@pes.edu,PES University,Electrical and Electronics Engineering,3,5,55,52,5.86,4,paid,0.17,no
409545858682,Sanjay Nair,sanjay.nair6498@msrit.edu,MS Ramaiah Institute of Technology,Computer Science and Engineering,4,8,64,50,4.69,1,paid,0.31,no
247008168847,Priya Desai,priya.desai7868@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Computer Science and Engineering,4,8,96,93,9.05,0,paid,0.98,yes
932346874570,Sanjay Joshi,sanjay.joshi2292@kiit.ac.in,KIIT University,Information Technology,4,8,69,64,7.13,0,paid,0.77,no
816272660134,Aditi Joshi,aditi.joshi1381@nmamit.nitte.edu.in,NMAM Institute of Technology,Computer Science and Engineering,1,2,94,89,8.72,0,paid,0.95,no
113014271569,Sumit Mukherjee,sumit.mukherjee9081@srmist.edu.in,SRM Institute of Science and Technology,Civil Engineering,2,4,81,71,7.42,0,delayed,0.57,no
666978296310,Ayaan Menon,ayaan.menon5325@amity.edu,Amity University,Civil Engineering,1,2,77,63,6.58,1,paid,0.78,no
838110383776,Dhruv Das,dhruv.das7544@bmsce.ac.in,BMS College of Engineering,Electronics and Communication Engineering,1,1,71,68,7.02,2,paid,0.54,no
207596552090,Dev Bose,dev.bose8054@srmist.edu.in,SRM Institute of Science and Technology,Computer Science and Engineering,2,4,67,78,7.75,1,delayed,0.67,no
515262890757,Pranav Shah,pranav.shah370@lpu.in,Lovely Professional University,Mechanical Engineering,4,7,57,36,6.32,4,unpaid,0.41,no
855969721776,Abhinav Menon,abhinav.menon7241@lpu.in,Lovely Professional University,Electrical and Electronics Engineering,2,4,41,47,5.55,3,unpaid,0.16,no
444842953141,Mukesh Pandey,mukesh.pandey8154@nmamit.nitte.edu.in,NMAM Institute of Technology,Civil Engineering,4,7,66,68,6.73,1,delayed,0.68,no
777778380325,Ayaan Rao,ayaan.rao9486@mitwpu.edu.in,MIT World Peace University,Mechanical Engineering,1,1,74,64,8.26,0,paid,0.52,no
268295579011,Vivaan Reddy,vivaan.reddy2295@thapar.edu,Thapar Institute of Engineering and Technology,Information Technology,4,7,65,69,8.14,2,delayed,0.76,no
114425985068,Khushi Pandey,khushi.pandey7350@bmsce.ac.in,BMS College of Engineering,Mechanical Engineering,4,8,72,67,7.75,1,paid,0.63,no
852072476446,Aditya Singh,aditya.singh8679@lpu.in,Lovely Professional University,Mechanical Engineering,3,5,78,62,8.29,2,delayed,0.57,no
651279260197,Aaryan Banerjee,aaryan.banerjee8458@rvce.edu.in,RV College of Engineering,Information Technology,1,2,90,93,9.75,0,paid,0.87,no
600420587689,Khushi Tiwari,khushi.tiwari2625@kiit.ac.in,KIIT University,Mechanical Engineering,4,7,65,76,7.39,0,paid,0.76,no
753988541518,Sonam Iyer,sonam.iyer1638@mitwpu.edu.in,MIT World Peace University,Computer Science and Engineering,2,3,74,70,6.55,0,paid,0.73,no
210869185942,Akash Yadav,akash.yadav8077@thapar.edu,Thapar Institute of Engineering and Technology,Electrical and Electronics Engineering,1,1,70,73,7.2,0,paid,0.56,no
