student_uid,student_name,college_email,college_name,current_year,current_semester,attendance_rate,avg_internal,cgpa,backlog_count,fee_status,normalized_engagement,scholarship_status,dropout_probability_percent
273997192559,Riya Patel,riya.patel193@amity.edu,Amity University,1,1,83,96,8.86,0,paid,0.75,no,36.78
525637586513,Shreya Kumar,shreya.kumar779@bmsce.ac.in,BMS College of Engineering,4,8,77,82,7.89,0,paid,0.77,no,26.42
978486680788,Neha Bose,neha.bose475@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,2,4,84,96,8.7,0,paid,0.94,yes,16.02
116236129545,Mukesh Mishra,mukesh.mishra736@srmist.edu.in,SRM Institute of Science and Technology,2,4,75,83,6.94,1,delayed,0.61,no,48.67
902994754072,Sai Reddy,sai.reddy986@bmsce.ac.in,BMS College of Engineering,2,3,35,35,4.61,4,paid,0.07,no,91.15
370014237831,Aditi Nair,aditi.nair339@srmist.edu.in,SRM Institute of Science and Technology,3,5,65,54,6.57,2,paid,0.46,no,59.25
866905495649,Suresh Tiwari,suresh.tiwari728@amity.edu,Amity University,1,1,63,74,8.15,2,paid,0.35,no,71.95
673729117101,Shyam Desai,shyam.desai461@msrit.edu,MS Ramaiah Institute of Technology,1,2,91,64,8.24,2,unpaid,0.53,no,74.83
954550458332,Atharva Reddy,atharva.reddy714@nmamit.nitte.edu.in,NMAM Institute of Technology,3,5,70,79,6.42,2,unpaid,0.56,no,55.61
156539201565,Abhinav Mukherjee,abhinav.mukherjee484@kiit.ac.in,KIIT University,1,2,54,100,8.27,0,delayed,0.91,no,36.48
235157829057,Ishaan Chauhan,ishaan.chauhan764@dayanandasagar.edu,Dayananda Sagar College of Engineering,4,8,74,91,8.18,0,paid,0.54,no,22.89
156199813940,Aryan Yadav,aryan.yadav293@hithaldia.ac.in,Haldia Institute of Technology,1,1,78,77,8,0,paid,0.37,no,47.24
979250619912,Pooja Kulkarni,pooja.kulkarni991@lpu.in,Lovely Professional University,4,8,49,46,7.01,1,paid,0.41,no,57.46
883219899393,Raj Pandey,raj.pandey692@kiit.ac.in,KIIT University,2,3,61,48,5.37,5,paid,0.2,no,88.05
585500229648,Shreya Shah,shreya.shah798@thapar.edu,Thapar Institute of Engineering and Technology,3,6,80,65,8.17,2,delayed,0.5,no,32.17
480251228171,Pooja Mukherjee,pooja.mukherjee884@kiit.ac.in,KIIT University,1,1,73,81,8.24,0,paid,0.96,no,21.97
902934255483,Sai Das,sai.das783@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,2,3,71,30,5.99,3,paid,0.18,no,68.04
956310519565,Vivek Verma,vivek.verma97@bmsce.ac.in,BMS College of Engineering,2,3,64,54,5.66,1,paid,0.04,no,79.03
735612684335,Khushi Kumar,khushi.kumar235@pes.edu,PES University,1,1,100,79,7,1,paid,0.81,no,23.92
432640161689,Riya Sharma,riya.sharma851@srmist.edu.in,SRM Institute of Science and Technology,2,3,78,84,7.79,2,paid,0.62,no,24.92
943134201749,Kavya Verma,kavya.verma456@vit.ac.in,Vellore Institute of Technology,1,1,93,62,6.53,0,paid,0.43,yes,23.19
177151891490,Aditi Pandey,aditi.pandey394@kiit.ac.in,KIIT University,1,1,98,77,8.93,0,paid,0.9,yes,12.16
854549397144,Kavya Patel,kavya.patel497@kiit.ac.in,KIIT University,3,6,80,86,8.43,0,paid,0.78,no,11.12
160868447965,Kavya Singh,kavya.singh305@bmsce.ac.in,BMS College of Engineering,1,2,46,41,4.9,4,delayed,0.22,no,93.03
702922819646,Yash Gupta,yash.gupta379@thapar.edu,Thapar Institute of Engineering and Technology,4,8,36,54,5.55,1,delayed,0,no,80.65
875395979152,Khushi Mukherjee,khushi.mukherjee954@kiit.ac.in,KIIT University,1,2,64,69,7.2,1,paid,0.68,no,54.16
703405124059,Suresh Menon,suresh.menon556@amity.edu,Amity University,3,5,42,37,6.2,2,unpaid,0,no,93.92
269505355626,Vihaan Singh,vihaan.singh347@hithaldia.ac.in,Haldia Institute of Technology,3,5,79,73,7.01,1,paid,0.58,no,19.57
505353429423,Shreya Kumar,shreya.kumar418@bmsce.ac.in,BMS College of Engineering,2,3,70,65,8.89,1,paid,0.67,no,25.41
767040777214,Aryan Thakur,aryan.thakur528@mitwpu.edu.in,MIT World Peace University,4,7,85,75,8.33,2,paid,0.55,no,25.83
505610232804,Aarav Rao,aarav.rao216@manipal.edu,Manipal Institute of Technology,4,8,74,82,7.51,0,paid,0.69,no,29.44
182212870736,Sneha Pandey,sneha.pandey900@thapar.edu,Thapar Institute of Engineering and Technology,2,4,57,74,7.79,0,paid,0.32,no,43.83
729499398325,Rahul Yadav,rahul.yadav770@kiit.ac.in,KIIT University,1,1,77,70,8.7,2,delayed,0.84,no,57.02
219420606089,Vikas Reddy,vikas.reddy11@nmamit.nitte.edu.in,NMAM Institute of Technology,1,2,60,70,4.49,1,unpaid,0.01,no,96.1
161965350495,Aaryan Mukherjee,aaryan.mukherjee560@nmamit.nitte.edu.in,NMAM Institute of Technology,4,7,53,62,6.86,1,paid,0.43,no,75.17
364840859179,Krishna Pandey,krishna.pandey178@dayanandasagar.edu,Dayananda Sagar College of Engineering,2,3,69,67,8.38,1,paid,0.46,no,26.04
196558212240,Ananya Reddy,ananya.reddy281@pes.edu,PES University,4,7,76,75,6.63,2,paid,0.29,no,46.62
571548346608,Raj Reddy,raj.reddy61@msrit.edu,MS Ramaiah Institute of Technology,3,6,100,67,8.16,0,paid,0.71,yes,29.34
671276365709,Mukesh Deshmukh,mukesh.deshmukh986@manipal.edu,Manipal Institute of Technology,4,8,67,56,4.94,5,paid,0.36,no,75.44
453299636891,Raj Kulkarni,raj.kulkarni378@pes.edu,PES University,1,1,75,71,7.82,0,delayed,0.71,no,29
953345393693,Karthik Yadav,karthik.yadav946@bmsce.ac.in,BMS College of Engineering,1,2,84,65,7.48,2,paid,0.79,no,30.76
221348784471,Ritik Chauhan,ritik.chauhan337@manipal.edu,Manipal Institute of Technology,1,2,87,100,8.05,0,paid,0.52,no,23.27
193086323467,Yash Menon,yash.menon255@pes.edu,PES University,1,2,78,73,7.72,0,paid,0.73,yes,25.25
373844665051,Riya Chaudhary,riya.chaudhary47@dayanandasagar.edu,Dayananda Sagar College of Engineering,1,1,78,96,9.8,0,paid,1,yes,6.41
985165958479,Aditya Thakur,aditya.thakur72@lpu.in,Lovely Professional University,3,5,66,73,6.09,2,unpaid,0.66,no,77.83
808967308056,Priya Tiwari,priya.tiwari102@msrit.edu,MS Ramaiah Institute of Technology,3,5,73,89,8.65,1,paid,0.65,yes,41.53
447036293097,Abhinav Sharma,abhinav.sharma956@nmamit.nitte.edu.in,NMAM Institute of Technology,3,6,62,44,5.33,6,paid,0.27,no,80.52
445405102823,Arjun Yadav,arjun.yadav653@rvce.edu.in,RV College of Engineering,3,6,37,37,5.08,6,delayed,0,no,90.08
838675596634,Dhruv Mishra,dhruv.mishra807@nmamit.nitte.edu.in,NMAM Institute of Technology,3,6,76,40,6.84,0,delayed,0.28,no,75.75
576568543550,Vivaan Yadav,vivaan.yadav24@hithaldia.ac.in,Haldia Institute of Technology,2,3,66,57,7.9,0,delayed,0.25,yes,42.71
501670251038,Shyam Kulkarni,shyam.kulkarni192@lpu.in,Lovely Professional University,3,6,52,50,6.55,3,paid,0.02,no,84.36
686362265906,Aditya Das,aditya.das628@pes.edu,PES University,2,3,93,100,8.18,0,paid,1.1,no,27.46
929159250185,Pooja Singh,pooja.singh384@kiit.ac.in,KIIT University,1,1,77,99,7.9,0,paid,0.72,no,21.07
138322984078,Ritik Chaudhary,ritik.chaudhary42@thapar.edu,Thapar Institute of Engineering and Technology,1,2,84,59,7.62,0,paid,0.26,no,31.17
494108629717,Ritik Chatterjee,ritik.chatterjee700@rvce.edu.in,RV College of Engineering,1,1,77,79,8.42,0,paid,0.43,no,26.01
104808308724,Dhruv Nair,dhruv.nair893@lpu.in,Lovely Professional University,3,6,77,72,7.69,0,paid,0.85,no,20.91
996273669357,Sai Mishra,sai.mishra651@mitwpu.edu.in,MIT World Peace University,4,8,87,100,8.81,0,paid,0.8,no,11.35
165888509396,Manoj Bose,manoj.bose393@mitwpu.edu.in,MIT World Peace University,3,6,80,67,7.63,0,paid,0.48,yes,24.54
536360695601,Kavya Reddy,kavya.reddy470@bmsce.ac.in,BMS College of Engineering,3,5,59,90,8.17,0,paid,0.36,no,47.63
227116764019,Sonam Verma,sonam.verma495@srmist.edu.in,SRM Institute of Science and Technology,2,3,67,63,5.31,0,paid,0.3,no,61.06
336551642697,Pooja Singh,pooja.singh500@msrit.edu,MS Ramaiah Institute of Technology,2,4,52,40,4.86,4,delayed,0,no,88.5
148797162808,Ananya Yadav,ananya.yadav569@manipal.edu,Manipal Institute of Technology,3,6,52,35,6.15,4,unpaid,0.13,no,93.19
678807404410,Shaurya Yadav,shaurya.yadav842@amity.edu,Amity University,4,8,71,79,8.37,2,paid,0.78,no,30.41
601010806905,Vikas Shah,vikas.shah890@srmist.edu.in,SRM Institute of Science and Technology,1,1,70,84,8.37,2,paid,0.85,no,33.78
471873481178,Vivek Mukherjee,vivek.mukherjee869@nmamit.nitte.edu.in,NMAM Institute of Technology,4,7,91,97,8.69,0,paid,0.57,no,13.46
194801999579,Aditya Patil,aditya.patil867@mitwpu.edu.in,MIT World Peace University,3,6,81,60,6.76,2,paid,0.93,no,38.93
701804111336,Sai Singh,sai.singh525@mitwpu.edu.in,MIT World Peace University,4,8,74,65,8.03,2,paid,0.54,yes,15.33
970565125943,Aaryan Patel,aaryan.patel63@kiit.ac.in,KIIT University,1,2,76,47,7.31,5,paid,0.16,no,82.02
432679441741,Sonam Singh,sonam.singh608@amity.edu,Amity University,3,5,75,70,7.38,1,paid,0.57,no,17.11
265854403740,Rohan Kulkarni,rohan.kulkarni200@hithaldia.ac.in,Haldia Institute of Technology,1,1,73,63,8.12,2,unpaid,0.75,no,80.49
532897450354,Dhruv Sengupta,dhruv.sengupta222@kiit.ac.in,KIIT University,4,8,67,69,5.65,2,unpaid,0.44,no,89.85
900840462591,Aditya Rao,aditya.rao589@srmist.edu.in,SRM Institute of Science and Technology,2,3,65,82,7.56,1,unpaid,0.4,no,68.27
551492258081,Riya Tiwari,riya.tiwari346@nmamit.nitte.edu.in,NMAM Institute of Technology,1,1,95,66,7.96,0,paid,0.36,no,48.83
764490311756,Vivaan Deshmukh,vivaan.deshmukh155@thapar.edu,Thapar Institute of Engineering and Technology,2,4,77,90,7.43,1,unpaid,0.28,no,67.97
604894410921,Riya Mukherjee,riya.mukherjee120@lpu.in,Lovely Professional University,3,6,42,52,6.81,6,paid,0.15,no,92.97
687866742527,Abhishek Reddy,abhishek.reddy38@srmist.edu.in,SRM Institute of Science and Technology,1,1,54,66,6.38,1,delayed,0,no,93.21
161154350000,Amit Tiwari,amit.tiwari965@kiit.ac.in,KIIT University,3,6,86,86,8.05,0,paid,0.74,no,27.39
413924653285,Karthik Verma,karthik.verma697@lpu.in,Lovely Professional University,4,7,69,71,7.26,0,paid,0.27,no,35.8
703228652172,Sneha Yadav,sneha.yadav786@bmsce.ac.in,BMS College of Engineering,2,3,63,54,5.85,1,delayed,0.36,no,57.18
825122770648,Shreya Das,shreya.das264@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,4,7,71,58,7.28,2,paid,0.8,no,26.99
906175990634,Akash Verma,akash.verma824@vit.ac.in,Vellore Institute of Technology,1,2,79,65,7.72,0,paid,0.7,no,26.18
433565425589,Kavya Joshi,kavya.joshi409@rvce.edu.in,RV College of Engineering,3,6,85,77,6.38,2,paid,0.38,no,49.53
788304615455,Vivaan Sengupta,vivaan.sengupta501@msrit.edu,MS Ramaiah Institute of Technology,1,1,59,65,6.45,1,paid,0.3,no,42.59
345508400873,Rahul Patel,rahul.patel424@pes.edu,PES University,2,4,75,90,8.2,0,paid,0.7,no,27.16
455920949656,Atharva Verma,atharva.verma744@msrit.edu,MS Ramaiah Institute of Technology,1,1,90,89,9.16,0,paid,0.85,no,25.13
992324949932,Aarav Sharma,aarav.sharma117@rvce.edu.in,RV College of Engineering,4,7,79,72,7.81,2,paid,0.57,no,20.63
594773955715,Vivek Desai,vivek.desai771@srmist.edu.in,SRM Institute of Science and Technology,4,8,94,78,8.49,0,paid,0.77,no,14.37
274949728328,Anjali Joshi,anjali.joshi201@pes.edu,PES University,4,8,48,43,5.07,4,paid,0.11,no,83.85
446893988556,Pranav Deshmukh,pranav.deshmukh957@bmsce.ac.in,BMS College of Engineering,2,4,51,40,7.06,1,paid,0.55,no,46.7
148408818645,Aarti Thakur,aarti.thakur617@dayanandasagar.edu,Dayananda Sagar College of Engineering,3,5,62,56,7.08,2,paid,0.46,no,35.22
528526474560,Vivek Nair,vivek.nair246@nmamit.nitte.edu.in,NMAM Institute of Technology,2,3,85,83,8.51,0,paid,0.63,no,22.46
554173394035,Amit Kumar,amit.kumar351@thapar.edu,Thapar Institute of Engineering and Technology,1,2,71,81,6.68,0,unpaid,0.67,no,72.48
997601515990,Aarav Singh,aarav.singh121@vit.ac.in,Vellore Institute of Technology,1,1,74,64,7.43,2,paid,0.44,no,56.99
909302608676,Shaurya Das,shaurya.das277@rvce.edu.in,RV College of Engineering,4,8,70,81,8.56,0,paid,0.77,no,20.43
411849452963,Reyansh Kumar,reyansh.kumar10@amity.edu,Amity University,2,4,79,87,9.06,0,paid,0.65,no,25.86
188152981634,Aarti Thakur,aarti.thakur802@kiit.ac.in,KIIT University,1,2,36,30,4,2,paid,0,no,93.79
607105790761,Aaryan Sengupta,aaryan.sengupta917@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,3,6,65,50,6.19,4,paid,0.14,no,81.74
619118202782,Riya Mukherjee,riya.mukherjee227@dayanandasagar.edu,Dayananda Sagar College of Engineering,4,7,64,67,6.21,1,paid,0.46,no,47.8
139884622014,Manoj Rao,manoj.rao603@hithaldia.ac.in,Haldia Institute of Technology,4,7,61,55,8.43,0,delayed,0.53,no,35.13
469449593949,Aditya Sengupta,aditya.sengupta815@manipal.edu,Manipal Institute of Technology,2,4,44,44,4.57,4,paid,0.22,no,92.97
487550813883,Neha Thakur,neha.thakur505@thapar.edu,Thapar Institute of Engineering and Technology,2,3,77,87,6.61,0,unpaid,0.55,no,80.63
501205591071,Karthik Thakur,karthik.thakur603@hithaldia.ac.in,Haldia Institute of Technology,4,7,82,58,7.2,0,unpaid,0.5,no,67.56
221293161768,Shaurya Sengupta,shaurya.sengupta706@thapar.edu,Thapar Institute of Engineering and Technology,2,3,67,59,5.17,6,paid,0.06,no,83.87
250534630651,Neha Verma,neha.verma836@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,4,7,68,65,7,0,paid,0.53,no,27.62
106387967723,Vihaan Singh,vihaan.singh157@pes.edu,PES University,1,1,62,76,6.4,2,paid,0.33,no,55.89
115019523940,Mukesh Bose,mukesh.bose402@vit.ac.in,Vellore Institute of Technology,1,2,65,67,7,2,paid,0.37,no,46.06
326135801765,Suresh Sharma,suresh.sharma524@msrit.edu,MS Ramaiah Institute of Technology,1,1,35,63,5.26,4,delayed,0.39,no,83.17
588019910922,Sneha Kulkarni,sneha.kulkarni86@msrit.edu,MS Ramaiah Institute of Technology,3,5,86,100,9.8,0,paid,0.81,,4.79
789623326154,Reyansh Patil,reyansh.patil286@hithaldia.ac.in,Haldia Institute of Technology,1,2,52,73,6.85,0,unpaid,0.2,no,92.94
839729183145,Aryan Kulkarni,aryan.kulkarni186@lpu.in,Lovely Professional University,3,5,71,61,7.35,2,paid,0.4,no,36.38
453400133148,Kavya Mukherjee,kavya.mukherjee323@pes.edu,PES University,2,3,77,83,8.53,0,unpaid,0.78,yes,41.86
334219907988,Yash Rajput,yash.rajput890@msrit.edu,MS Ramaiah Institute of Technology,1,2,55,60,5.2,6,paid,0.18,no,84.46
897581591408,Sanjay Rajput,sanjay.rajput224@amity.edu,Amity University,1,2,35,30,4.77,1,paid,0.03,no,79.56
998501472375,Akash Nair,akash.nair392@msrit.edu,MS Ramaiah Institute of Technology,1,2,76,67,7.48,1,unpaid,0.35,no,77.09
278291662604,Aditya Chauhan,aditya.chauhan903@nmamit.nitte.edu.in,NMAM Institute of Technology,2,3,84,80,8.96,0,paid,0.58,no,24.05
251665360100,Arjun Singh,arjun.singh407@rvce.edu.in,RV College of Engineering,3,5,40,39,5.19,4,delayed,0,no,95.52
839704895775,Akash Bose,akash.bose50@bmsce.ac.in,BMS College of Engineering,3,5,43,31,4.83,2,delayed,0.16,no,87.48
985195885880,Anjali Mukherjee,anjali.mukherjee655@kiit.ac.in,KIIT University,1,1,85,78,7.87,0,paid,0.85,no,21.32
815862703252,Rohan Kulkarni,rohan.kulkarni668@rvce.edu.in,RV College of Engineering,1,2,71,78,7.17,0,paid,0.7,no,24.85
277618178268,Aarti Sengupta,aarti.sengupta814@nmamit.nitte.edu.in,NMAM Institute of Technology,1,2,88,89,7.42,1,paid,0.63,no,22.79
857608591924,Aarti Chatterjee,aarti.chatterjee141@amity.edu,Amity University,2,3,83,59,7.44,2,paid,0.75,no,40.78
231426831758,Sai Deshmukh,sai.deshmukh612@manipal.edu,Manipal Institute of Technology,3,6,93,70,7.36,1,paid,0.57,no,36.9
653288100173,Aditya Sengupta,aditya.sengupta67@amity.edu,Amity University,3,5,55,40,6.19,1,paid,0.1,no,61.73
920330585498,Shyam Kumar,shyam.kumar523@mitwpu.edu.in,MIT World Peace University,2,4,42,53,6.76,6,delayed,0.17,yes,94.22
597519263206,Pooja Kulkarni,pooja.kulkarni621@hithaldia.ac.in,Haldia Institute of Technology,4,7,78,85,8.49,0,paid,0.43,no,32.8
682336708576,Dhruv Sengupta,dhruv.sengupta920@rvce.edu.in,RV College of Engineering,1,2,59,55,6.6,0,delayed,0.32,no,66.35
455722430679,Shyam Chaudhary,shyam.chaudhary623@amity.edu,Amity University,2,4,62,52,6.3,3,delayed,0.21,no,63.96
780963435965,Aditya Yadav,aditya.yadav650@thapar.edu,Thapar Institute of Engineering and Technology,1,1,63,84,8.11,0,paid,0.94,no,22.82
663237762825,Shruti Shah,shruti.shah45@rvce.edu.in,RV College of Engineering,1,1,64,53,6.08,2,delayed,0.48,no,60.31
225709825742,Ayaan Mishra,ayaan.mishra155@nmamit.nitte.edu.in,NMAM Institute of Technology,3,5,91,86,9.8,0,paid,0.86,yes,7.45
740375100330,Rohan Pandey,rohan.pandey873@manipal.edu,Manipal Institute of Technology,2,4,71,85,8.73,0,paid,0.69,yes,18.74
214848465977,Khushi Shah,khushi.shah543@msrit.edu,MS Ramaiah Institute of Technology,4,8,100,75,8.29,0,paid,0.95,no,10.14
870066162416,Riya Nair,riya.nair690@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,1,2,100,67,7.45,0,delayed,0.72,no,23.6
901535328741,Vivek Rajput,vivek.rajput116@dayanandasagar.edu,Dayananda Sagar College of Engineering,1,1,72,54,7.64,0,paid,0.37,yes,52.28
382031991490,Khushi Tiwari,khushi.tiwari944@rvce.edu.in,RV College of Engineering,1,2,79,71,9.21,0,paid,0.54,no,42.76
400744279055,Vikas Mishra,vikas.mishra610@srmist.edu.in,SRM Institute of Science and Technology,2,4,75,68,7.28,0,delayed,0.32,yes,41.51
642655914958,Priya Gupta,priya.gupta396@srmist.edu.in,SRM Institute of Science and Technology,3,6,62,55,5.15,0,delayed,0.74,yes,42.34
256196701651,Priya Chauhan,priya.chauhan123@lpu.in,Lovely Professional University,3,5,100,95,9.8,0,paid,0.76,yes,10.24
147890510138,Nidhi Chauhan,nidhi.chauhan321@msrit.edu,MS Ramaiah Institute of Technology,1,1,68,93,8.17,0,unpaid,0.71,no,54.95
654000150689,Aarti Joshi,aarti.joshi688@dayanandasagar.edu,Dayananda Sagar College of Engineering,2,4,83,84,8.27,0,paid,0.7,no,22.09
758932445301,Khushi Iyer,khushi.iyer854@rvce.edu.in,RV College of Engineering,2,3,69,54,6.54,2,paid,0.5,no,49.16
372145502939,Dhruv Bose,dhruv.bose499@mitwpu.edu.in,MIT World Peace University,3,5,100,90,9.03,0,paid,0.63,no,28.36
926940919914,Sneha Iyer,sneha.iyer871@rvce.edu.in,RV College of Engineering,3,5,77,91,8.49,0,paid,0.83,no,10.93
413765977392,Aditi Chaudhary,aditi.chaudhary648@pes.edu,PES University,3,5,62,53,7.17,0,paid,0.35,no,39.2
646396323161,Manoj Sengupta,manoj.sengupta927@dayanandasagar.edu,Dayananda Sagar College of Engineering,1,2,51,49,5.16,4,paid,0.4,no,69.04
486960427497,Amit Singh,amit.singh975@bmsce.ac.in,BMS College of Engineering,3,5,54,47,5.62,4,paid,0.39,no,68.51
249105707848,Swati Banerjee,swati.banerjee936@amity.edu,Amity University,3,5,78,62,7.68,1,unpaid,0.55,no,75.21
281508827077,Aditi Banerjee,aditi.banerjee932@thapar.edu,Thapar Institute of Engineering and Technology,1,2,73,79,7.96,0,paid,0.48,no,40.69
666011439228,Priya Joshi,priya.joshi489@lpu.in,Lovely Professional University,3,5,72,73,7.01,1,unpaid,0.23,no,78.75
117759618545,Sai Chaudhary,sai.chaudhary737@thapar.edu,Thapar Institute of Engineering and Technology,2,4,75,81,6.96,0,paid,0.5,no,55.45
103711618254,Swati Pandey,swati.pandey41@amity.edu,Amity University,4,7,58,87,8.29,0,paid,0.82,no,6.96
167913408275,Yash Das,yash.das765@kiit.ac.in,KIIT University,2,3,69,79,7.5,2,paid,0.7,no,40.56
687252201740,Arjun Bose,arjun.bose369@nmamit.nitte.edu.in,NMAM Institute of Technology,3,6,35,34,4.02,2,paid,0,no,89.98
220258961131,Ramesh Pandey,ramesh.pandey946@kiit.ac.in,KIIT University,4,8,54,76,7.91,0,delayed,0.6,no,38.16
411296524546,Akash Banerjee,akash.banerjee754@srmist.edu.in,SRM Institute of Science and Technology,4,7,83,80,7.8,0,paid,0.59,no,36.69
398936288361,Shaurya Patil,shaurya.patil532@mitwpu.edu.in,MIT World Peace University,3,5,78,72,7.97,0,paid,0.67,no,36.14
982015267794,Shyam Shah,shyam.shah579@vit.ac.in,Vellore Institute of Technology,1,1,78,76,7.98,2,paid,0.5,no,25.92
948536498851,Shyam Iyer,shyam.iyer805@manipal.edu,Manipal Institute of Technology,2,4,54,86,7.67,1,delayed,0.35,no,70.41
816229387920,Yash Sharma,yash.sharma693@bmsce.ac.in,BMS College of Engineering,4,7,55,39,5.16,6,paid,0,yes,88.13
306484928257,Kavya Iyer,kavya.iyer870@thapar.edu,Thapar Institute of Engineering and Technology,2,4,71,46,5.57,2,paid,0.58,no,60.13
788008595833,Pooja Menon,pooja.menon379@srmist.edu.in,SRM Institute of Science and Technology,4,7,78,86,8.3,0,paid,0.76,no,22.24
349447159585,Aditi Tiwari,aditi.tiwari829@dayanandasagar.edu,Dayananda Sagar College of Engineering,4,7,66,78,8.61,0,unpaid,0.36,no,57.29
359300724836,Arjun Mishra,arjun.mishra330@pes.edu,PES University,2,4,46,36,4.66,5,paid,0.04,no,95.04
467193988173,Aryan Deshmukh,aryan.deshmukh773@nmamit.nitte.edu.in,NMAM Institute of Technology,4,7,81,66,9.58,1,paid,0.3,no,23.49
589915714733,Swati Kumar,swati.kumar86@bmsce.ac.in,BMS College of Engineering,1,1,79,66,7.51,2,delayed,0.73,no,49.31
406853153260,Nidhi Gupta,nidhi.gupta550@bmsce.ac.in,BMS College of Engineering,3,6,85,61,6.85,2,paid,0.35,no,33.53
552159751637,Khushi Verma,khushi.verma42@vit.ac.in,Vellore Institute of Technology,3,5,100,98,8.94,0,paid,0.68,yes,23.45
396605234034,Shreya Mishra,shreya.mishra808@msrit.edu,MS Ramaiah Institute of Technology,4,8,73,69,5.67,2,paid,0.39,no,70.66
578404765963,Kabir Thakur,kabir.thakur640@manipal.edu,Manipal Institute of Technology,3,6,77,83,7.47,1,paid,0.4,no,35.92
802280896607,Manoj Thakur,manoj.thakur924@msrit.edu,MS Ramaiah Institute of Technology,1,1,72,65,5.66,2,paid,0.5,no,75.69
867004984318,Akash Chaudhary,akash.chaudhary105@srmist.edu.in,SRM Institute of Science and Technology,1,2,46,47,7.14,1,paid,0.29,no,59.43
702334683314,Vikas Patil,vikas.patil100@dayanandasagar.edu,Dayananda Sagar College of Engineering,3,6,83,62,7.57,2,paid,0.7,no,31.46
334324719523,Neha Pandey,neha.pandey471@nmamit.nitte.edu.in,NMAM Institute of Technology,1,2,35,41,4.24,4,delayed,0.22,no,94.19
402823445659,Riya Chatterjee,riya.chatterjee149@mitwpu.edu.in,MIT World Peace University,2,4,65,78,8.1,2,paid,0.93,no,24.38
298067816504,Arjun Kumar,arjun.kumar411@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,3,6,44,45,5.81,1,delayed,0.38,no,57.6
645424653691,Anjali Pandey,anjali.pandey183@nmamit.nitte.edu.in,NMAM Institute of Technology,1,1,72,79,7.63,2,paid,0.9,no,31.85
792014290259,Mukesh Singh,mukesh.singh167@srmist.edu.in,SRM Institute of Science and Technology,2,4,50,60,5.7,0,paid,0.53,no,47.24
805246285559,Atharva Iyer,atharva.iyer828@srmist.edu.in,SRM Institute of Science and Technology,3,5,84,82,8.17,0,paid,0.74,no,9.22
505983627147,Pranav Iyer,pranav.iyer468@dayanandasagar.edu,Dayananda Sagar College of Engineering,3,6,60,65,5.21,1,paid,0.54,no,58.76
531817404401,Sneha Sharma,sneha.sharma206@mitwpu.edu.in,MIT World Peace University,1,1,75,88,7.09,1,paid,0.48,no,39.16
416559861357,Raj Desai,raj.desai483@mitwpu.edu.in,MIT World Peace University,3,6,76,97,7.01,2,paid,0.36,no,38.25
982295876391,Vivaan Iyer,vivaan.iyer933@msrit.edu,MS Ramaiah Institute of Technology,3,5,50,41,4.58,6,paid,0.26,no,90.98
882066523332,Dev Nair,dev.nair878@srmist.edu.in,SRM Institute of Science and Technology,1,2,70,72,7.89,0,paid,0.81,no,20.8
174342637826,Ritik Reddy,ritik.reddy997@manipal.edu,Manipal Institute of Technology,3,5,72,52,5.87,2,paid,0.07,no,56.59
993487190639,Ramesh Pandey,ramesh.pandey239@pes.edu,PES University,2,3,46,31,4,2,delayed,0,no,92.06
864394383435,Sonam Sharma,sonam.sharma692@vit.ac.in,Vellore Institute of Technology,1,1,82,67,7.59,1,delayed,0.43,no,40.94
356199825191,Sonam Mishra,sonam.mishra398@manipal.edu,Manipal Institute of Technology,3,5,72,77,8.12,1,paid,0.28,no,66.71
106144927374,Reyansh Deshmukh,reyansh.deshmukh281@kiit.ac.in,KIIT University,3,5,76,68,7.42,2,paid,0.84,no,48.86
729532414038,Priya Chaudhary,priya.chaudhary134@vit.ac.in,Vellore Institute of Technology,2,4,35,33,4.86,1,paid,0.17,no,72.78
812484329926,Dev Kulkarni,dev.kulkarni488@nmamit.nitte.edu.in,NMAM Institute of Technology,3,5,63,57,8.59,2,paid,0.54,yes,18.37
863624180737,Shruti Bose,shruti.bose940@manipal.edu,Manipal Institute of Technology,3,6,89,86,8.14,0,paid,0.65,no,29.15
978013824351,Suresh Kumar,suresh.kumar832@dayanandasagar.edu,Dayananda Sagar College of Engineering,3,6,52,61,8.04,6,paid,0.19,no,79.01
292264629744,Sumit Banerjee,sumit.banerjee423@rvce.edu.in,RV College of Engineering,4,8,69,80,8.34,2,delayed,0.56,no,19.86
209933835461,Riya Joshi,riya.joshi206@nmamit.nitte.edu.in,NMAM Institute of Technology,1,1,48,83,4.48,2,paid,0.54,no,52.84
166429794274,Kavya Iyer,kavya.iyer829@msrit.edu,MS Ramaiah Institute of Technology,1,1,56,56,5.92,0,paid,0.46,no,54.48
649812106026,Yash Nair,yash.nair282@srmist.edu.in,SRM Institute of Science and Technology,3,6,65,51,5.1,2,unpaid,0.36,no,85.71
